id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii,osm_id
1151,كراكدة,Krakda,بريزينة,Brezina,32,البيض,El Bayadh,6533986
1152,رقاصة,Rogassa,رقاصة,Rogassa,32,البيض,El Bayadh,6533988
1153,سيدي عامر,Sidi Ameur,بوعلام,Boualem,32,البيض,El Bayadh,6547259
1154,سيدي سليمان,Sidi Slimane,بوعلام,Boualem,32,البيض,El Bayadh,15791088
1155,سيدي طيفور,Sidi Tiffour,بوعلام,Boualem,32,البيض,El Bayadh,6533991
1156,ستيتن,Stitten,بوعلام,Boualem,32,البيض,El Bayadh,6533992
1157,توسمولين,Tousmouline,بوقطب,Bougtoub,32,البيض,El Bayadh,6533993
1158,برج الحواس,Bordj El Haouass,جانت,Djanet,56,جانت,Djanet,4174330
1159,برج عمر إدريس,Bordj Omar Driss,إن أمناس,In Amenas,33,إليزي,Illizi,4174331
1160,دبداب,Debdeb,إن أمناس,In Amenas,33,إليزي,Illizi,4174332
1161,جانت,Djanet,جانت,Djanet,56,جانت,Djanet,4174333
1162,إيليزي,Illizi,إيليزي,Illizi,33,إليزي,Illizi,4174334
1163,إن أمناس,In Amenas,إن أمناس,In Amenas,33,إليزي,Illizi,4174335
1164,عين تاغروت,Ain Taghrout,عين تاغروت,Ain Taghrout,34,برج بوعريريج,Bordj Bou Arreridj,4470401
1165,عين تسرة,Ain Tesra,رأس الوادي,Ras El Oued,34,برج بوعريريج,Bordj Bou Arreridj,4484871
1166,برج بوعريرج,B. B. Arreridj,برج بوعريريج,Bordj Bou Arreridj,34,برج بوعريريج,Bordj Bou Arreridj,4309047
1167,بليمور,Belimour,برج الغدير,Bordj Ghedir,34,برج بوعريريج,Bordj Bou Arreridj,4484852
1168,بن داود,Ben Daoud,المنصورة,Mansourah,34,برج بوعريريج,Bordj Bou Arreridj,4474388
1169,بئر قاصد علي,Bir Kasdali,بئر قاصد علي,Bir Kasdali,34,برج بوعريريج,Bordj Bou Arreridj,4473944
1170,برج الغدير,Bordj Ghedir,برج الغدير,Bordj Ghedir,34,برج بوعريريج,Bordj Bou Arreridj,4484898
1171,برج زمورة,Bordj Zemmoura,برج زمورة,Bordj Zemmoura,34,برج بوعريريج,Bordj Bou Arreridj,4424825
1172,القلة,Colla,جعافرة,Djaafra,34,برج بوعريريج,Bordj Bou Arreridj,4424696
1173,جعافرة,Djaafra,جعافرة,Djaafra,34,برج بوعريريج,Bordj Bou Arreridj,4422302
1174,العش,El Euch,الحمادية,El Hamadia,34,برج بوعريريج,Bordj Bou Arreridj,4475450
1175,الياشير,El Achir,مجانة,Medjana,34,برج بوعريريج,Bordj Bou Arreridj,4474509
1176,العناصر,El Annasseur,برج الغدير,Bordj Ghedir,34,برج بوعريريج,Bordj Bou Arreridj,4484791
1177,الحمادية,Elhammadia,الحمادية,El Hamadia,34,برج بوعريريج,Bordj Bou Arreridj,6545428
1178,الماين,El Main,جعافرة,Djaafra,34,برج بوعريريج,Bordj Bou Arreridj,4421437
1179,المهير,El M'hir,المنصورة,Mansourah,34,برج بوعريريج,Bordj Bou Arreridj,4474380
1180,غيلاسة,Ghailasa,برج الغدير,Bordj Ghedir,34,برج بوعريريج,Bordj Bou Arreridj,4484899
1181,حرازة,Haraza,المنصورة,Mansourah,34,برج بوعريريج,Bordj Bou Arreridj,4474389
1182,حسناوة,Hasnaoua,مجانة,Medjana,34,برج بوعريريج,Bordj Bou Arreridj,4472187
1183,خليل,Khelil,بئر قاصد علي,Bir Kasdali,34,برج بوعريريج,Bordj Bou Arreridj,4463906
1184,القصور,Ksour,الحمادية,El Hamadia,34,برج بوعريريج,Bordj Bou Arreridj,4475315
1185,المنصورة,Mansoura,المنصورة,Mansourah,34,برج بوعريريج,Bordj Bou Arreridj,4474340
1186,مجانة,Medjana,مجانة,Medjana,34,برج بوعريريج,Bordj Bou Arreridj,4474256
1187,أولاد أبراهم,Ouled Brahem,رأس الوادي,Ras El Oued,34,برج بوعريريج,Bordj Bou Arreridj,4484474
1188,أولاد دحمان,Ouled Dahmane,برج زمورة,Bordj Zemmoura,34,برج بوعريريج,Bordj Bou Arreridj,4424982
1189,أولاد سيدي ابراهيم,Ouled Sidi-Brahim,المنصورة,Mansourah,34,برج بوعريريج,Bordj Bou Arreridj,6547257
1190,الرابطة,Rabta,الحمادية,El Hamadia,34,برج بوعريريج,Bordj Bou Arreridj,4475556
1191,رأس الوادي,Ras El Oued,رأس الوادي,Ras El Oued,34,برج بوعريريج,Bordj Bou Arreridj,4484758
1192,سيدي أمبارك,Sidi-Embarek,بئر قاصد علي,Bir Kasdali,34,برج بوعريريج,Bordj Bou Arreridj,4472662
1193,تفرق,Tefreg,جعافرة,Djaafra,34,برج بوعريريج,Bordj Bou Arreridj,4421860
1194,تقلعيت,Taglait,برج الغدير,Bordj Ghedir,34,برج بوعريريج,Bordj Bou Arreridj,4484766
1195,تسامرت,Tassamert,برج زمورة,Bordj Zemmoura,34,برج بوعريريج,Bordj Bou Arreridj,4424736
1196,ثنية النصر,Teniet En Nasr,مجانة,Medjana,34,برج بوعريريج,Bordj Bou Arreridj,4474260
1197,تيكستار,Tixter,عين تاغروت,Ain Taghrout,34,برج بوعريريج,Bordj Bou Arreridj,4484437
1198,أعفير,Afir,دلس,Dellys,35,بومرداس,Boumerdès,4274887
1199,عمال,Ammal,الثنية,Thenia,35,بومرداس,Boumerdès,4273110
1200,بغلية,Baghlia,بغلية,Baghlia,35,بومرداس,Boumerdès,4274938
1201,بن شود,Ben Choud,دلس,Dellys,35,بومرداس,Boumerdès,4274705
1202,بني عمران,Beni Amrane,الثنية,Thenia,35,بومرداس,Boumerdès,4273152
1203,برج منايل,Bordj Menaiel,برج منايل,Bordj Menaiel,35,بومرداس,Boumerdès,4273869
1204,بودواو,Boudouaou,بودواو,Boudouaou,35,بومرداس,Boumerdès,4272645
1205,بودواو البحري,Boudouaou El Bahri,بودواو,Boudouaou,35,بومرداس,Boumerdès,3018662
1206,بومرداس,Boumerdes,بومرداس,Boumerdes,35,بومرداس,Boumerdès,4272680
1207,بوزقزة قدارة,Bouzegza Keddara,بودواو,Boudouaou,35,بومرداس,Boumerdès,4272865
1208,شعبة العامر,Chabet El Ameur,يسر,Isser,35,بومرداس,Boumerdès,4273200
1209,قورصو,Corso,بومرداس,Boumerdes,35,بومرداس,Boumerdès,4272665
1210,دلس,Dellys,دلس,Dellys,35,بومرداس,Boumerdès,4274775
1211,جنات,Djinet,برج منايل,Bordj Menaiel,35,بومرداس,Boumerdès,4274526
1212,الخروبة,El Kharrouba,بودواو,Boudouaou,35,بومرداس,Boumerdès,4272566
1213,حمادي,Hammedi,خميس الخشنة,Khemis El Khechna,35,بومرداس,Boumerdès,1299269
1214,يسر,Isser,يسر,Isser,35,بومرداس,Boumerdès,4273316
1215,خميس الخشنة,Khemis El Khechna,خميس الخشنة,Khemis El Khechna,35,بومرداس,Boumerdès,1299268
1216,الاربعطاش,Larbatache,خميس الخشنة,Khemis El Khechna,35,بومرداس,Boumerdès,4272511
1217,لقاطة,Leghata,برج منايل,Bordj Menaiel,35,بومرداس,Boumerdès,4273218
1218,الناصرية,Naciria,الناصرية,Naciria,35,بومرداس,Boumerdès,4274475
1219,أولاد عيسى,Ouled Aissa,الناصرية,Naciria,35,بومرداس,Boumerdès,4274599
1220,أولاد هداج,Ouled Hedadj,بودواو,Boudouaou,35,بومرداس,Boumerdès,4272376
1221,أولاد موسى,Ouled Moussa,خميس الخشنة,Khemis El Khechna,35,بومرداس,Boumerdès,3596000
1222,سي مصطفى,Si Mustapha,يسر,Isser,35,بومرداس,Boumerdès,4272821
1223,سيدي داود,Sidi Daoud,بغلية,Baghlia,35,بومرداس,Boumerdès,2813736
1224,سوق الحد,Souk El Had,الثنية,Thenia,35,بومرداس,Boumerdès,4273075
1225,تاورقة,Taourga,بغلية,Baghlia,35,بومرداس,Boumerdès,4274939
1226,الثنية,Thenia,الثنية,Thenia,35,بومرداس,Boumerdès,4272977
1227,تيجلابين,Tidjelabine,بومرداس,Boumerdes,35,بومرداس,Boumerdès,4272917
1228,تيمزريت,Timezrit,يسر,Isser,35,بومرداس,Boumerdès,4070118
1229,زموري,Zemmouri,برج منايل,Bordj Menaiel,35,بومرداس,Boumerdès,1457972
1230,عين العسل,Ain El Assel,الطارف,El Tarf,36,الطارف,El Tarf,1614560
1231,عين الكرمة,Ain Kerma,بوحجار,Bouhadjar,36,الطارف,El Tarf,1614523
1232,عصفور,Asfour,البسباس,Besbes,36,الطارف,El Tarf,1614324
1233,بن مهيدي,Ben M Hidi,بن مهيدي,Ben M'hidi,36,الطارف,El Tarf,1604920
1234,بريحان,Berrihane,بن مهيدي,Ben M'hidi,36,الطارف,El Tarf,1604277
1235,البسباس,Besbes,البسباس,Besbes,36,الطارف,El Tarf,1605151
1236,بوقوس,Bougous,الطارف,El Tarf,36,الطارف,El Tarf,1614539
1237,بوحجار,Bouhadjar,بوحجار,Bouhadjar,36,الطارف,El Tarf,1614505
1238,بوثلجة,Bouteldja,بوثلجة,Bouteldja,36,الطارف,El Tarf,1614602
1239,شبيطة مختار,Chebaita Mokhtar,الذرعان,Drean,36,الطارف,El Tarf,1614473
1240,الشافية,Chefia,بوثلجة,Bouteldja,36,الطارف,El Tarf,1615226
1241,شحاني,Chihani,الذرعان,Drean,36,الطارف,El Tarf,1614361
1242,الذرعـان,Drean,الذرعان,Drean,36,الطارف,El Tarf,1614472
1243,الشط,Echatt,بن مهيدي,Ben M'hidi,36,الطارف,El Tarf,1604928
1244,العيون,El Aioun,القالة,El Kala,36,الطارف,El Tarf,1614575
1245,القالة,El Kala,القالة,El Kala,36,الطارف,El Tarf,1604275
1246,الطارف,El Tarf,الطارف,El Tarf,36,الطارف,El Tarf,1614578
1247,حمام بني صالح,Hammam Beni Salah,بوحجار,Bouhadjar,36,الطارف,El Tarf,1614443
1248,بحيرة الطيور,Lac Des Oiseaux,بوثلجة,Bouteldja,36,الطارف,El Tarf,1615225
1249,وادي الزيتون,Oued Zitoun,بوحجار,Bouhadjar,36,الطارف,El Tarf,1614484
1250,رمل السوق,Raml Souk,القالة,El Kala,36,الطارف,El Tarf,1614561
1251,السوارخ,Souarekh,القالة,El Kala,36,الطارف,El Tarf,1604271
1252,زريزر,Zerizer,البسباس,Besbes,36,الطارف,El Tarf,1614312
1253,الزيتونة,Zitouna,الطارف,El Tarf,36,الطارف,El Tarf,1614533
1254,أم العسل,Oum El Assel,تندوف,Tindouf,37,تندوف,Tindouf,4101595
1255,تندوف,Tindouf,تندوف,Tindouf,37,تندوف,Tindouf,4101596
1256,عماري,Ammari,عماري,Ammari,38,تيسمسيلت,Tissemsilt,6534575
1257,بني شعيب,Beni Chaib,برج بونعامة,Bordj Bounaama,38,تيسمسيلت,Tissemsilt,6534576
1258,بني لحسن,Beni Lahcene,برج بونعامة,Bordj Bounaama,38,تيسمسيلت,Tissemsilt,6534577
1259,برج بونعامة,Bordj Bounaama,برج بونعامة,Bordj Bounaama,38,تيسمسيلت,Tissemsilt,6534578
1260,برج الأمير عبد القادر,Bordj El Emir Abdelkader,برج الأمير عبد القادر,Bordj Emir Abdelkader,38,تيسمسيلت,Tissemsilt,6534579
1261,بوقائد,Boucaid,الأزهرية,Lazharia,38,تيسمسيلت,Tissemsilt,6534580
1262,خميستي,Khemisti,خميستي,Khemisti,38,تيسمسيلت,Tissemsilt,6534581
1263,الأربعاء,Larbaa,الأزهرية,Lazharia,38,تيسمسيلت,Tissemsilt,6534583
1264,لرجام,Lardjem,لرجام,Lardjem,38,تيسمسيلت,Tissemsilt,6534584
1265,العيون,Layoune,خميستي,Khemisti,38,تيسمسيلت,Tissemsilt,6534582
1266,الأزهرية,Lazharia,الأزهرية,Lazharia,38,تيسمسيلت,Tissemsilt,6534585
1267,المعاصم,Maacem,عماري,Ammari,38,تيسمسيلت,Tissemsilt,6534586
1268,الملعب,Melaab,لرجام,Lardjem,38,تيسمسيلت,Tissemsilt,6534587
1269,أولاد بسام,Ouled Bessam,تيسمسيلت,Tissemsilt,38,تيسمسيلت,Tissemsilt,6534588
1270,سيدي عابد,Sidi Abed,عماري,Ammari,38,تيسمسيلت,Tissemsilt,6534589
1271,سيدي بوتوشنت,Sidi Boutouchent,ثنية الاحد,Theniet El Had,38,تيسمسيلت,Tissemsilt,6534590
1272,سيدي العنتري,Sidi Lantri,لرجام,Lardjem,38,تيسمسيلت,Tissemsilt,6534591
1273,سيدي سليمان,Sidi Slimane,برج بونعامة,Bordj Bounaama,38,تيسمسيلت,Tissemsilt,6534592
1274,تملاحت,Tamellahet,لرجام,Lardjem,38,تيسمسيلت,Tissemsilt,6534593
1275,ثنية الاحد,Theniet El Had,ثنية الاحد,Theniet El Had,38,تيسمسيلت,Tissemsilt,6534594
1276,تيسمسيلت,Tissemsilt,تيسمسيلت,Tissemsilt,38,تيسمسيلت,Tissemsilt,6534595
1277,اليوسفية,Youssoufia,برج الأمير عبد القادر,Bordj Emir Abdelkader,38,تيسمسيلت,Tissemsilt,6534596
1278,البياضة,Bayadha,البياضة,Bayadha,39,الوادي,El Oued,4497229
1279,بن  قشة,Ben Guecha,الطالب العربي,Taleb Larbi,39,الوادي,El Oued,5139455
1280,الدبيلة,Debila,الدبيلة,Debila,39,الوادي,El Oued,5139056
1281,جامعة,Djamaa,جامعة,Djamaa,57,المغير,El Meghaier,4521856
1282,دوار الماء,Douar El Maa,الطالب العربي,Taleb Larbi,39,الوادي,El Oued,5139619
1283,العقلة,El Ogla,الرباح,Robbah,39,الوادي,El Oued,6618841
1284,المغير,El-M'ghaier,المغير,El Meghaier,57,المغير,El Meghaier,5143582
1285,الوادي,El-Oued,الوادي,El Oued,39,الوادي,El Oued,4318197
1286,قمار,Guemar,قمار,Guemar,39,الوادي,El Oued,5139191
1287,الحمراية,Hamraia,الرقيبة,Reguiba,39,الوادي,El Oued,5144163
1288,حساني عبد الكريم,Hassani Abdelkrim,الدبيلة,Debila,39,الوادي,El Oued,5139039
1289,حاسي خليفة,Hassi Khalifa,حاسي خليفة,Hassi Khalifa,39,الوادي,El Oued,5139378
1290,كوينين,Kouinine,الوادي,El Oued,39,الوادي,El Oued,4424393
1291,المقرن,Magrane,المقرن,Magrane,39,الوادي,El Oued,5139359
1292,اميه وانسة,Mih Ouansa,اميه وانسة,Mih Ouensa,39,الوادي,El Oued,5139492
1293,المرارة,M'rara,جامعة,Djamaa,57,المغير,El Meghaier,4521831
1294,النخلة,Nakhla,الرباح,Robbah,39,الوادي,El Oued,5139651
1295,وادي العلندة,Oued El Alenda,اميه وانسة,Mih Ouensa,39,الوادي,El Oued,5139561
1296,أم الطيور,Oum Touyour,المغير,El Meghaier,57,المغير,El Meghaier,5143571
1297,ورماس,Ourmes,قمار,Guemar,39,الوادي,El Oued,4489484
1298,الرقيبة,Reguiba,الرقيبة,Reguiba,39,الوادي,El Oued,5139082
1299,الرباح,Robbah,الرباح,Robbah,39,الوادي,El Oued,5139596
1300,سيدي عمران,Sidi Amrane,جامعة,Djamaa,57,المغير,El Meghaier,4521670
1301,سيدي عون,Sidi Aoun,المقرن,Magrane,39,الوادي,El Oued,5139341
1302,سيدي خليل,Sidi Khelil,المغير,El Meghaier,57,المغير,El Meghaier,5143617
1303,سطيل,Still,المغير,El Meghaier,57,المغير,El Meghaier,93467
1304,تغزوت,Taghzout,قمار,Guemar,39,الوادي,El Oued,4489521
1305,الطالب العربي,Taleb Larbi,الطالب العربي,Taleb Larbi,39,الوادي,El Oued,5139474
1306,تندلة,Tenedla,جامعة,Djamaa,57,المغير,El Meghaier,5143651
1307,الطريفاوي,Trifaoui,حاسي خليفة,Hassi Khalifa,39,الوادي,El Oued,5139300
1308,عين الطويلة,Ain Touila,عين الطويلة,Ain Touila,40,خنشلة,Khenchela,6561873
1309,بابار,Babar,بابار,Babar,40,خنشلة,Khenchela,6561874
1310,بغاي,Baghai,الحامة,El Hamma,40,خنشلة,Khenchela,6561875
1311,بوحمامة,Bouhmama,بوحمامة,Bouhmama,40,خنشلة,Khenchela,6561876
1312,ششار,Chechar,ششار,Chechar,40,خنشلة,Khenchela,6561877
1313,شلية,Chelia,بوحمامة,Bouhmama,40,خنشلة,Khenchela,6561878
1314,جلال,Djellal,ششار,Chechar,40,خنشلة,Khenchela,6561879
1315,الحامة,El Hamma,الحامة,El Hamma,40,خنشلة,Khenchela,6561880
1316,المحمل,El Mahmal,أولاد رشاش,Ouled Rechache,40,خنشلة,Khenchela,6561881
1317,الولجة,El Oueldja,ششار,Chechar,40,خنشلة,Khenchela,6561882
1318,انسيغة,Ensigha,الحامة,El Hamma,40,خنشلة,Khenchela,6561883
1319,قايس,Kais,قايس,Kais,40,خنشلة,Khenchela,6561884
1320,خنشلة,Khenchela,خنشلة,Khenchela,40,خنشلة,Khenchela,6561885
1321,خيران,Khirane,ششار,Chechar,40,خنشلة,Khenchela,6561886
1322,مصارة,M'sara,بوحمامة,Bouhmama,40,خنشلة,Khenchela,5846914
1323,متوسة,M'toussa,عين الطويلة,Ain Touila,40,خنشلة,Khenchela,6561887
1324,أولاد رشاش,Ouled Rechache,أولاد رشاش,Ouled Rechache,40,خنشلة,Khenchela,6561888
1325,الرميلة,Remila,قايس,Kais,40,خنشلة,Khenchela,6561889
1326,طامزة,Tamza,الحامة,El Hamma,40,خنشلة,Khenchela,6561890
1327,تاوزيانت,Taouzianat,قايس,Kais,40,خنشلة,Khenchela,6561891
1328,يابوس,Yabous,بوحمامة,Bouhmama,40,خنشلة,Khenchela,6561892
1329,عين سلطان,Ain Soltane,سدراتة,Sedrata,41,سوق أهراس,Souk Ahras,6663188
1330,عين الزانة,Ain Zana,أولاد إدريس,Ouled Driss,41,سوق أهراس,Souk Ahras,6663189
1331,بئر بوحوش,Bir Bouhouche,بئر بوحوش,Bir Bouhouche,41,سوق أهراس,Souk Ahras,6663190
1332,الدريعة,Drea,تاورة,Taoura,41,سوق أهراس,Souk Ahras,6663191
1333,الحدادة,Haddada,الحدادة,Haddada,41,سوق أهراس,Souk Ahras,6663192
1334,الحنانشة,Hanencha,المشروحة,Mechroha,41,سوق أهراس,Souk Ahras,6663193
1335,الخضارة,Khedara,الحدادة,Haddada,41,سوق أهراس,Souk Ahras,6663194
1336,خميسة,Khemissa,سدراتة,Sedrata,41,سوق أهراس,Souk Ahras,6663195
1337,المشروحة,Machroha,المشروحة,Mechroha,41,سوق أهراس,Souk Ahras,6663197
1338,مداوروش,M'daourouche,مداوروش,M'daourouche,41,سوق أهراس,Souk Ahras,6663196
1339,المراهنة,Merahna,المراهنة,Merahna,41,سوق أهراس,Souk Ahras,6663198
1340,وادي الكبريت,Oued Kebrit,أم العظايم,Oum El Adhaim,41,سوق أهراس,Souk Ahras,6663199
1341,أولاد إدريس,Ouled Driss,أولاد إدريس,Ouled Driss,41,سوق أهراس,Souk Ahras,6663201
1342,أولاد مومن,Ouled Moumen,الحدادة,Haddada,41,سوق أهراس,Souk Ahras,6663202
1343,أم العظايم,Oum El Adhaim,أم العظايم,Oum El Adhaim,41,سوق أهراس,Souk Ahras,6663203
1344,ويلان,Ouillen,المراهنة,Merahna,41,سوق أهراس,Souk Ahras,6663200
1345,الراقوبة,Ragouba,مداوروش,M'daourouche,41,سوق أهراس,Souk Ahras,6663204
1346,سافل الويدان,Safel El Ouiden,بئر بوحوش,Bir Bouhouche,41,سوق أهراس,Souk Ahras,6663205
1347,سدراتة,Sedrata,سدراتة,Sedrata,41,سوق أهراس,Souk Ahras,6663206
1348,سيدي فرج,Sidi Fredj,المراهنة,Merahna,41,سوق أهراس,Souk Ahras,6663207
1349,سوق أهراس,Souk Ahras,سوق أهراس,Souk Ahras,41,سوق أهراس,Souk Ahras,6663208
1350,تاورة,Taoura,تاورة,Taoura,41,سوق أهراس,Souk Ahras,6663209
1351,ترقالت,Terraguelt,أم العظايم,Oum El Adhaim,41,سوق أهراس,Souk Ahras,6663210
1352,تيفاش,Tiffech,مداوروش,M'daourouche,41,سوق أهراس,Souk Ahras,6663211
1353,الزعرورية,Zaarouria,تاورة,Taoura,41,سوق أهراس,Souk Ahras,6663212
1354,الزوابي,Zouabi,بئر بوحوش,Bir Bouhouche,41,سوق أهراس,Souk Ahras,6663213
1355,أغبال,Aghbal,قوراية,Gouraya,42,تيبازة,Tipaza,2447392
1356,أحمر العين,Ahmer El Ain,أحمر العين,Ahmar El Ain,42,تيبازة,Tipaza,2308419
1357,عين تاقورايت,Ain Tagourait,بواسماعيل,Bou Ismail,42,تيبازة,Tipaza,2305516
1358,الحطاطبة,Attatba,القليعة,Kolea,42,تيبازة,Tipaza,2302521
1359,بني ميلك,Beni Mileuk,الداموس,Damous,42,تيبازة,Tipaza,2611086
1360,بوهارون,Bou Haroun,بواسماعيل,Bou Ismail,42,تيبازة,Tipaza,2301021
1361,بواسماعيل,Bou Ismail,بواسماعيل,Bou Ismail,42,تيبازة,Tipaza,2297203
1362,بورقيقة,Bourkika,أحمر العين,Ahmar El Ain,42,تيبازة,Tipaza,2308420
1363,الشعيبة,Chaiba,القليعة,Kolea,42,تيبازة,Tipaza,2296879
1364,شرشال,Cherchell,شرشال,Cherchell,42,تيبازة,Tipaza,2312620
1365,الداموس,Damous,الداموس,Damous,42,تيبازة,Tipaza,2609923
1366,دواودة,Douaouda,فوكة,Fouka,42,تيبازة,Tipaza,2280929
1367,فوكة,Fouka,فوكة,Fouka,42,تيبازة,Tipaza,2280930
1368,قوراية,Gouraya,قوراية,Gouraya,42,تيبازة,Tipaza,2614802
1369,حجوط,Hadjout,حجوط,Hadjout,42,تيبازة,Tipaza,2308454
1370,حجرة النص,Hadjret Ennous,شرشال,Cherchell,42,تيبازة,Tipaza,2318187
1371,خميستي,Khemisti,بواسماعيل,Bou Ismail,42,تيبازة,Tipaza,2300950
1372,القليعة,Kolea,القليعة,Kolea,42,تيبازة,Tipaza,2280931
1373,الأرهاط,Larhat,الداموس,Damous,42,تيبازة,Tipaza,2612369
1374,مناصر,Menaceur,سيدي أعمر,Sidi Amar,42,تيبازة,Tipaza,2316687
1375,مراد,Merad,حجوط,Hadjout,42,تيبازة,Tipaza,2308455
1376,مسلمون,Messelmoun,قوراية,Gouraya,42,تيبازة,Tipaza,2320421
1377,الناظور,Nador,سيدي أعمر,Sidi Amar,42,تيبازة,Tipaza,2431056
1378,سيدي غيلاس,Sidi Ghiles,شرشال,Cherchell,42,تيبازة,Tipaza,2318188
1379,سيدي راشد,Sidi Rached,أحمر العين,Ahmar El Ain,42,تيبازة,Tipaza,2305517
1380,سيدي سميان,Sidi Semiane,شرشال,Cherchell,42,تيبازة,Tipaza,2317935
1381,سيدي عامر,Sidi-Amar,سيدي أعمر,Sidi Amar,42,تيبازة,Tipaza,6544873
1382,تيبازة,Tipaza,تيبازة,Tipaza,42,تيبازة,Tipaza,2312615
1383,أحمد راشدي,Ahmed Rachedi,وادي النجاء,Oued Endja,43,ميلة,Mila,2204813
1384, عين البيضاء أحريش,Ain Beida Harriche,عين البيضاء أحريش,Ain Beida Harriche,43,ميلة,Mila,2162145
1385,عين الملوك,Ain Mellouk,شلغوم العيد,Chelghoum Laid,43,ميلة,Mila,2195010
1386,عين التين,Ain Tine,ميلة,Mila,43,ميلة,Mila,2205276
1387,اعميرة اراس,Amira Arres,ترعي باينان,Terrai Bainen,43,ميلة,Mila,2254494
1388,بن يحي عبد الرحمن,Benyahia Abderrahmane,تاجنانت,Tadjenanet,43,ميلة,Mila,2189769
1389,بوحاتم,Bouhatem,بوحاتم,Bouhatem,43,ميلة,Mila,2189768
1390,شلغوم العيد,Chelghoum Laid,شلغوم العيد,Chelghoum Laid,43,ميلة,Mila,2195009
1391,الشيقارة,Chigara,سيدي مروان,Sidi Merouane,43,ميلة,Mila,2242666
1392,دراحي بوصلاح,Derrahi Bousselah,بوحاتم,Bouhatem,43,ميلة,Mila,2163225
1393,العياضي برباس,El Ayadi Barbes,عين البيضاء أحريش,Ain Beida Harriche,43,ميلة,Mila,2155366
1394,مشيرة,El Mechira,التلاغمة,Teleghma,43,ميلة,Mila,2196246
1395,فرجيوة,Ferdjioua,فرجيوة,Ferdjioua,43,ميلة,Mila,2155365
1396,القرارم قوقة,Grarem Gouga,القرارم قوقة,Grarem Gouga,43,ميلة,Mila,2240222
1397,حمالة,Hamala,القرارم قوقة,Grarem Gouga,43,ميلة,Mila,2242607
1398,ميلة,Mila,ميلة,Mila,43,ميلة,Mila,2672035
1399,مينار زارزة,Minar Zarza,تسدان حدادة,Tassadane Haddada,43,ميلة,Mila,2155363
1400,وادي العثمانية,Oued Athmenia,شلغوم العيد,Chelghoum Laid,43,ميلة,Mila,2198535
1401,وادي النجاء,Oued Endja,وادي النجاء,Oued Endja,43,ميلة,Mila,2239838
1402,وادي سقان,Oued Seguen,التلاغمة,Teleghma,43,ميلة,Mila,2197217
1403,أولاد اخلوف,Ouled Khalouf,تاجنانت,Tadjenanet,43,ميلة,Mila,2196245
1404,الرواشد,Rouached,الرواشد,Rouached,43,ميلة,Mila,2155364
1405,سيدي خليفة,Sidi Khelifa,ميلة,Mila,43,ميلة,Mila,2205192
1406,سيدي مروان,Sidi Merouane,سيدي مروان,Sidi Merouane,43,ميلة,Mila,2502114
1407,تاجنانت,Tadjenanet,تاجنانت,Tadjenanet,43,ميلة,Mila,2195008
1408,تسدان حدادة,Tassadane Haddada,تسدان حدادة,Tassadane Haddada,43,ميلة,Mila,2155362
1409,التلاغمة,Teleghma,التلاغمة,Teleghma,43,ميلة,Mila,2197207
1410,ترعي باينان,Terrai Bainen,ترعي باينان,Terrai Bainen,43,ميلة,Mila,2254248
1411,تسالة لمطاعي,Tassala Lematai,ترعي باينان,Terrai Bainen,43,ميلة,Mila,2255332
1412,تيبرقنت,Tiberguent,الرواشد,Rouached,43,ميلة,Mila,2262854
1413,يحي بني قشة,Yahia Beniguecha,فرجيوة,Ferdjioua,43,ميلة,Mila,2261946
1414,زغاية,Zeghaia,وادي النجاء,Oued Endja,43,ميلة,Mila,2267408
1415,عين البنيان,Ain-Benian,حمام ريغة,Hammam Righa,44,عين الدفلة,Aïn Defla,542350
1416,عين بويحيى,Ain-Bouyahia,العبادية,El Abadia,44,عين الدفلة,Aïn Defla,2754069
1417,عين الدفلى,Ain-Defla,عين الدفلى,Ain Defla,44,عين الدفلة,Aïn Defla,2777356
1418,عين الاشياخ,Ain-Lechiakh,عين الاشياخ,Ain Lechiakh,44,عين الدفلة,Aïn Defla,2647524
1419,عين السلطان,Ain-Soltane,عين الاشياخ,Ain Lechiakh,44,عين الدفلة,Aïn Defla,2645628
1420,عين التركي,Ain-Torki,حمام ريغة,Hammam Righa,44,عين الدفلة,Aïn Defla,2626770
1421,عريب,Arib,العامرة,El Amra,44,عين الدفلة,Aïn Defla,2781482
1422,بربوش,Birbouche,جندل,Djendel,44,عين الدفلة,Aïn Defla,2647126
1423,بطحية,Bathia,بطحية,Bathia,44,عين الدفلة,Aïn Defla,2742409
1424,بلعاص,Belaas,بطحية,Bathia,44,عين الدفلة,Aïn Defla,2742602
1425,بن علال,Ben Allal,مليانة,Miliana,44,عين الدفلة,Aïn Defla,2782897
1426,بئر ولد خليفة,Bir-Ould-Khelifa,برج الأمير خالد,Bordj El Emir Khaled,44,عين الدفلة,Aïn Defla,2656735
1427,برج الأمير خالد,Bordj-Emir-Khaled,برج الأمير خالد,Bordj El Emir Khaled,44,عين الدفلة,Aïn Defla,2654404
1428,بومدفع,Boumedfaa,بومدفع,Boumedfaa,44,عين الدفلة,Aïn Defla,2625705
1429,بوراشد,Bourached,جليدة,Djelida,44,عين الدفلة,Aïn Defla,2762966
1430,جليدة,Djelida,جليدة,Djelida,44,عين الدفلة,Aïn Defla,2737123
